"","daytemp","Family","RGR","Population","PopulationI"
"276",-3.30935251798561,312,2.41461537293199,"I12",4
"277",-3.30935251798561,313,2.58569663878128,"I12",4
"278",-3.30935251798561,314,1.69457908422933,"I12",4
"279",-3.30935251798561,326,1.55884687456514,"I16",5
"280",1.69064748201439,35,0.271128087911376,"N8",30
"281",1.69064748201439,36,1.06233454904109,"N8",30
"282",1.69064748201439,50,1.54601408182246,"N9",31
"283",1.69064748201439,52,1.91026626679194,"N9",31
"284",1.69064748201439,54,0.969875169171944,"N9",31
"285",1.69064748201439,65,3.4482477744716,"N10",14
"286",1.69064748201439,66,2.8186960071875,"N10",14
"287",1.69064748201439,67,1.54001775824756,"N10",14
"288",1.69064748201439,81,1.31115438049975,"N12",15
"289",1.69064748201439,82,1.6267695573951,"N12",15
"290",1.69064748201439,84,0.164357486347149,"N12",15
"291",1.69064748201439,137,1.88362790856274,"N16",16
"292",1.69064748201439,139,2.39272763181454,"N16",16
"293",1.69064748201439,140,1.74843568898266,"N16",16
"294",1.69064748201439,147,1.79216178548777,"N18",17
"295",1.69064748201439,148,3.10725596079188,"N18",17
"296",1.69064748201439,153,1.79280491948321,"N19",18
"297",1.69064748201439,154,2.81972812803553,"N19",18
"298",1.69064748201439,156,1.00416744465491,"N20",19
"299",1.69064748201439,158,1.47008155856765,"N20",19
"300",1.69064748201439,159,1.67194616643459,"N20",19
"301",1.69064748201439,161,1.1923879565608,"N21",20
"302",1.69064748201439,164,1.45774304551561,"N21",20
"303",1.69064748201439,165,1.74539348979325,"N21",20
"304",1.69064748201439,168,2.26780191762621,"N22",21
"305",1.69064748201439,169,1.18085346497586,"N22",21
"306",1.69064748201439,170,0.856625686024398,"N22",21
"307",1.69064748201439,182,0.893989404888707,"N23",22
"308",1.69064748201439,183,1.34371178842806,"N23",22
"309",1.69064748201439,184,1.55684577713896,"N23",22
"310",1.69064748201439,191,1.10813578166811,"N24",23
"311",1.69064748201439,192,1.41235252005305,"N24",23
"312",1.69064748201439,193,1.51883039170171,"N24",23
"313",1.69064748201439,202,0.990106654352065,"N26",24
"314",1.69064748201439,205,2.03557274041574,"N26",24
"315",1.69064748201439,206,2.96999368291222,"N26",24
"316",1.69064748201439,212,1.00102456671397,"N27",25
"317",1.69064748201439,216,1.64100042363626,"N27",25
"318",1.69064748201439,221,1.71861590404201,"N27",25
"319",1.69064748201439,235,2.45490219263613,"N29",26
"320",1.69064748201439,236,3.56323668749433,"N29",26
"321",1.69064748201439,237,3.5650434717618,"N29",26
"322",1.69064748201439,245,1.82698285694482,"N30",27
"323",1.69064748201439,247,1.30590111492295,"N30",27
"324",1.69064748201439,249,2.41874204383113,"N30",27
"325",1.69064748201439,251,0.685091085342572,"N31",28
"326",1.69064748201439,252,1.4720956583245,"N31",28
"327",1.69064748201439,253,0.744947781621736,"N31",28
"328",1.69064748201439,256,3.1113997054053,"N32",29
"329",1.69064748201439,258,0.441661961382741,"N32",29
"330",1.69064748201439,259,1.7540894649133,"N32",29
"331",1.69064748201439,260,2.33504152711481,"I1",1
"332",1.69064748201439,263,1.87538181608018,"I1",1
"333",1.69064748201439,264,2.2027685948934,"I1",1
"334",1.69064748201439,265,2.0170927667501,"I2",6
"335",1.69064748201439,266,0.448346004353657,"I2",6
"336",1.69064748201439,267,1.49522442350384,"I2",6
"337",1.69064748201439,269,4.27156089185509,"I3",7
"338",1.69064748201439,270,1.753480056129,"I3",7
"339",1.69064748201439,271,1.62224045556782,"I3",7
"340",1.69064748201439,273,1.66967832953887,"I3",7
"341",1.69064748201439,274,0.843413077731112,"I4",8
"342",1.69064748201439,275,1.07040804106226,"I4",8
"343",1.69064748201439,277,2.44092782128846,"I4",8
"344",1.69064748201439,278,0.681045446211891,"I4",8
"345",1.69064748201439,279,0.730956765517009,"I5",9
"346",1.69064748201439,280,2.89417086832895,"I5",9
"347",1.69064748201439,283,2.15295228103706,"I5",9
"348",1.69064748201439,284,1.42532846946729,"I6",10
"349",1.69064748201439,285,2.09054881342335,"I6",10
"350",1.69064748201439,286,2.26588460254728,"I6",10
"351",1.69064748201439,288,1.29581553651562,"I6",10
"352",1.69064748201439,289,2.1400940787919,"I7",11
"353",1.69064748201439,290,1.83315353221149,"I7",11
"354",1.69064748201439,291,3.16769805800463,"I7",11
"355",1.69064748201439,292,0.804713699846877,"I7",11
"356",1.69064748201439,294,1.91854867790041,"I8",12
"357",1.69064748201439,295,1.35351915110907,"I8",12
"358",1.69064748201439,298,1.6496345966657,"I9",13
"359",1.69064748201439,300,1.08568026413077,"I9",13
"360",1.69064748201439,301,1.51179140115978,"I9",13
"361",1.69064748201439,302,1.26328614351917,"I10",2
"362",1.69064748201439,305,0.573829549864595,"I10",2
"363",1.69064748201439,306,1.20592844387152,"I10",2
"364",1.69064748201439,308,0.769372945987868,"I11",3
"365",1.69064748201439,309,0.902167094293448,"I11",3
"366",1.69064748201439,310,1.71092425375466,"I11",3
"367",1.69064748201439,311,1.09655673033203,"I11",3
"368",1.69064748201439,312,1.77490270315701,"I12",4
"369",1.69064748201439,313,1.45018263191287,"I12",4
"370",1.69064748201439,314,1.74684761558801,"I12",4
"371",1.69064748201439,326,1.4171187574484,"I16",5
"372",11.6906474820144,35,1.0737452113517,"N8",30
"373",11.6906474820144,36,2.12236855956745,"N8",30
"374",11.6906474820144,50,0.850750141466381,"N9",31
"375",11.6906474820144,52,0.880153995368785,"N9",31
"376",11.6906474820144,54,0.665721934842385,"N9",31
"377",11.6906474820144,65,1.48196711379596,"N10",14
"378",11.6906474820144,66,1.80876238473103,"N10",14
"379",11.6906474820144,67,1.01404609822675,"N10",14
"380",11.6906474820144,81,0.606076148764537,"N12",15
"381",11.6906474820144,82,0.15610616070964,"N12",15
"382",11.6906474820144,84,1.1707962053223,"N12",15
"383",11.6906474820144,137,0.146163684997776,"N16",16
"384",11.6906474820144,139,0.970569187891621,"N16",16
"385",11.6906474820144,140,0.926725461990559,"N16",16
"386",11.6906474820144,147,1.60349549621693,"N18",17
"387",11.6906474820144,148,1.18438580413407,"N18",17
"388",11.6906474820144,153,1.20141421693689,"N19",18
"389",11.6906474820144,154,0.885111509894884,"N19",18
"390",11.6906474820144,156,0.614955045673318,"N20",19
"391",11.6906474820144,158,1.05156789324184,"N20",19
"392",11.6906474820144,159,0.882433436233656,"N20",19
"393",11.6906474820144,161,0.435380669084452,"N21",20
"394",11.6906474820144,164,0.5433586910559,"N21",20
"395",11.6906474820144,165,1.35627948693471,"N21",20
"396",11.6906474820144,168,0.38979754745409,"N22",21
"397",11.6906474820144,169,0.911623814954939,"N22",21
"398",11.6906474820144,170,0.48571398959086,"N22",21
"399",11.6906474820144,182,1.52611661428957,"N23",22
"400",11.6906474820144,183,1.48660307649476,"N23",22
"401",11.6906474820144,184,0.318399732950642,"N23",22
"402",11.6906474820144,191,0.440532547285625,"N24",23
"403",11.6906474820144,192,0.673906635130803,"N24",23
"404",11.6906474820144,193,1.09607277026039,"N24",23
"405",11.6906474820144,202,1.15425562008685,"N26",24
"406",11.6906474820144,205,1.00712367457826,"N26",24
"407",11.6906474820144,206,0.782879339456311,"N26",24
"408",11.6906474820144,212,0.783932351480327,"N27",25
"409",11.6906474820144,216,1.94158979967988,"N27",25
"410",11.6906474820144,221,1.62576070805717,"N27",25
"411",11.6906474820144,235,2.04646935060735,"N29",26
"412",11.6906474820144,236,0.735089915841629,"N29",26
"413",11.6906474820144,237,0.913176380766175,"N29",26
"414",11.6906474820144,245,0.264406501528758,"N30",27
"415",11.6906474820144,247,1.05301452004614,"N30",27
"416",11.6906474820144,249,0.907055400862494,"N30",27
"417",11.6906474820144,251,0.88953617625656,"N31",28
"418",11.6906474820144,252,0.939041428318343,"N31",28
"419",11.6906474820144,253,1.72502470682431,"N31",28
"420",11.6906474820144,256,0.742384561269525,"N32",29
"421",11.6906474820144,258,0.924048836284572,"N32",29
"422",11.6906474820144,259,0.956305101569469,"N32",29
"423",11.6906474820144,260,0.739512402871099,"I1",1
"424",11.6906474820144,263,1.18955234676558,"I1",1
"425",11.6906474820144,264,1.78598767834513,"I1",1
"426",11.6906474820144,265,1.05909128098195,"I2",6
"427",11.6906474820144,266,0.228474702999402,"I2",6
"428",11.6906474820144,267,0.831616245967926,"I2",6
"429",11.6906474820144,269,1.77227237908457,"I3",7
"430",11.6906474820144,270,0.571560878387246,"I3",7
"431",11.6906474820144,271,0.619833368883644,"I3",7
"432",11.6906474820144,273,2.08172521057438,"I3",7
"433",11.6906474820144,274,2.97448312833646,"I4",8
"434",11.6906474820144,275,1.48113291259724,"I4",8
"435",11.6906474820144,277,4.36933481593881,"I4",8
"436",11.6906474820144,278,2.58896446989921,"I4",8
"437",11.6906474820144,279,1.0819909149186,"I5",9
"438",11.6906474820144,280,1.74153470226538,"I5",9
"439",11.6906474820144,283,1.22639385058512,"I5",9
"440",11.6906474820144,284,0.813227145988496,"I6",10
"441",11.6906474820144,285,0.75143232376882,"I6",10
"442",11.6906474820144,286,2.26277033442421,"I6",10
"443",11.6906474820144,288,1.21632716886261,"I6",10
"444",11.6906474820144,289,0.690520156264018,"I7",11
"445",11.6906474820144,290,1.98266340482375,"I7",11
"446",11.6906474820144,291,0.405945708095378,"I7",11
"447",11.6906474820144,292,0.7592816304502,"I7",11
"448",11.6906474820144,294,0.921687194730418,"I8",12
"449",11.6906474820144,295,0.704507068218327,"I8",12
"450",11.6906474820144,298,1.36405694475717,"I9",13
"451",11.6906474820144,300,2.32240790529609,"I9",13
"452",11.6906474820144,301,1.16705637764792,"I9",13
"453",11.6906474820144,302,1.16960151531686,"I10",2
"454",11.6906474820144,305,0.719417814808846,"I10",2
"455",11.6906474820144,306,0.832813318998635,"I10",2
"456",11.6906474820144,308,0.575925441668284,"I11",3
"457",11.6906474820144,309,2.02859384024738,"I11",3
"458",11.6906474820144,310,0.419496590101425,"I11",3
"459",11.6906474820144,311,0.729929621796431,"I11",3
"460",11.6906474820144,312,1.23973520752789,"I12",4
"461",11.6906474820144,313,1.31959690530908,"I12",4
"462",11.6906474820144,314,1.251697668985,"I12",4
"463",11.6906474820144,326,1.51958339965143,"I16",5
"464",16.6906474820144,35,0.0854203353883105,"N8",30
"465",16.6906474820144,36,0.375648386188453,"N8",30
"466",16.6906474820144,50,0.374908105076055,"N9",31
"467",16.6906474820144,52,0.538890683826862,"N9",31
"468",16.6906474820144,54,0.0323233004925975,"N9",31
"469",16.6906474820144,65,0.981182357346363,"N10",14
"470",16.6906474820144,66,0.282438983332689,"N10",14
"471",16.6906474820144,67,0.264450486004185,"N10",14
"472",16.6906474820144,81,0.0709760626275538,"N12",15
"473",16.6906474820144,82,0.0759002726222607,"N12",15
"474",16.6906474820144,84,0.0193677849894297,"N12",15
"475",16.6906474820144,137,0.00851769726094263,"N16",16
"476",16.6906474820144,139,0.189513115715615,"N16",16
"477",16.6906474820144,140,0.00186973842313376,"N16",16
"478",16.6906474820144,147,0.0674436821573188,"N18",17
"479",16.6906474820144,148,0.120733649873165,"N18",17
"480",16.6906474820144,153,0.203480380870649,"N19",18
"481",16.6906474820144,154,0.0255530917828279,"N19",18
"482",16.6906474820144,156,0.150851217327712,"N20",19
"483",16.6906474820144,158,0.0595160618739283,"N20",19
"484",16.6906474820144,159,0.115835379076802,"N20",19
"485",16.6906474820144,161,0.0134750113943087,"N21",20
"486",16.6906474820144,164,0.0168650405766664,"N21",20
"487",16.6906474820144,165,0,"N21",20
"488",16.6906474820144,168,0.0958240941856047,"N22",21
"489",16.6906474820144,169,0.0219026500995668,"N22",21
"490",16.6906474820144,170,0,"N22",21
"491",16.6906474820144,182,0.201832391617988,"N23",22
"492",16.6906474820144,183,0.016665059858366,"N23",22
"493",16.6906474820144,184,0,"N23",22
"494",16.6906474820144,191,0.0331808803747168,"N24",23
"495",16.6906474820144,192,0.104037587972942,"N24",23
"496",16.6906474820144,193,0.0117937346689975,"N24",23
"497",16.6906474820144,202,0.160834810905991,"N26",24
"498",16.6906474820144,205,0.116585981259152,"N26",24
"499",16.6906474820144,206,0.0529645902407706,"N26",24
"500",16.6906474820144,212,0.0326909808809215,"N27",25
"501",16.6906474820144,216,0.0921746880208447,"N27",25
"502",16.6906474820144,221,0.0951632383636346,"N27",25
"503",16.6906474820144,235,0.0724004267180123,"N29",26
"504",16.6906474820144,236,0.0570737653661577,"N29",26
"505",16.6906474820144,237,0.0255530917828279,"N29",26
"506",16.6906474820144,245,0.102633571940919,"N30",27
"507",16.6906474820144,247,0.132530022450029,"N30",27
"508",16.6906474820144,249,0.330178445849578,"N30",27
"509",16.6906474820144,251,0.39080283866384,"N31",28
"510",16.6906474820144,252,0.294707144518296,"N31",28
"511",16.6906474820144,253,0.269937994338217,"N31",28
"512",16.6906474820144,256,0.127691981710938,"N32",29
"513",16.6906474820144,258,0.377760592922913,"N32",29
"514",16.6906474820144,259,0.103836971026987,"N32",29
"515",16.6906474820144,260,0.0554556459967755,"I1",1
"516",16.6906474820144,263,0.300839341073461,"I1",1
"517",16.6906474820144,264,0,"I1",1
"518",16.6906474820144,265,0.178134534062983,"I2",6
"519",16.6906474820144,266,0.0243949838219102,"I2",6
"520",16.6906474820144,267,0,"I2",6
"521",16.6906474820144,269,0.203454310187507,"I3",7
"522",16.6906474820144,270,0.0666718967181216,"I3",7
"523",16.6906474820144,271,0.105697745364547,"I3",7
"524",16.6906474820144,273,0.077915984780426,"I3",7
"525",16.6906474820144,274,0.998975576403966,"I4",8
"526",16.6906474820144,275,0.0975663504435248,"I4",8
"527",16.6906474820144,277,0.159633731274874,"I4",8
"528",16.6906474820144,278,0.176548634135902,"I4",8
"529",16.6906474820144,279,0.414368631844775,"I5",9
"530",16.6906474820144,280,0.160274507764057,"I5",9
"531",16.6906474820144,283,0.109978573938877,"I5",9
"532",16.6906474820144,284,0,"I6",10
"533",16.6906474820144,285,0.497300517535482,"I6",10
"534",16.6906474820144,286,0.382922199232689,"I6",10
"535",16.6906474820144,288,0.417741253841568,"I6",10
"536",16.6906474820144,289,0.0511061835656558,"I7",11
"537",16.6906474820144,290,0.167042639465496,"I7",11
"538",16.6906474820144,291,0.184031053868761,"I7",11
"539",16.6906474820144,292,0.0595305446664821,"I7",11
"540",16.6906474820144,294,0.344770435685297,"I8",12
"541",16.6906474820144,295,0.117263203544573,"I8",12
"542",16.6906474820144,296,0.289031143419163,"I8",12
"543",16.6906474820144,298,0.00127765458914139,"I9",13
"544",16.6906474820144,300,0.0919911304181803,"I9",13
"545",16.6906474820144,301,0.254309695187865,"I9",13
"546",16.6906474820144,302,0.2616037707954,"I10",2
"547",16.6906474820144,305,0.282966075612585,"I10",2
"548",16.6906474820144,306,0.00605204805382766,"I10",2
"549",16.6906474820144,308,0.102889149089769,"I11",3
"550",16.6906474820144,309,0.0441053365018674,"I11",3
"551",16.6906474820144,310,0.116942972982589,"I11",3
"552",16.6906474820144,311,0.289335325984376,"I11",3
"553",16.6906474820144,312,0.10573693151515,"I12",4
"554",16.6906474820144,313,0.0394569799587784,"I12",4
"555",16.6906474820144,314,0.118807110281414,"I12",4
"556",16.6906474820144,326,0.136504395064977,"I16",5
